rdma-read-per-qp, 96, 1, 8, 120.914, 15.848, 1237.472
rdma-read-per-qp, 96, 4, 8, 134.541, 17.635, 1242.488
rdma-read-per-qp, 96, 8, 8, 141.512, 18.548, 1244.407
rdma-read-per-qp, 96, 12, 8, 155.977, 20.444, 1246.151
rdma-read-per-qp, 96, 16, 8, 162.923, 21.355, 1237.948
rdma-read-per-qp, 96, 20, 8, 164.110, 21.510, 1243.528
rdma-read-per-qp, 96, 24, 8, 169.534, 22.221, 1233.906
rdma-read-per-qp, 96, 28, 8, 179.398, 23.514, 1240.775
rdma-read-per-qp, 96, 32, 8, 174.012, 22.808, 1238.909
rdma-read-per-doorbell, 96, 1, 8, 250.939, 32.891, 1244.093
rdma-read-per-doorbell, 96, 4, 8, 616.099, 80.753, 1240.963
rdma-read-per-doorbell, 96, 8, 8, 846.534, 110.957, 1244.969
rdma-read-per-doorbell, 96, 12, 8, 797.392, 104.516, 1240.173
rdma-read-per-doorbell, 96, 16, 8, 606.641, 79.514, 1243.924
rdma-read-per-doorbell, 96, 20, 8, 677.606, 88.815, 1241.192
rdma-read-per-doorbell, 96, 24, 8, 592.946, 77.719, 1243.227
rdma-read-per-doorbell, 96, 28, 8, 504.341, 66.105, 1241.668
rdma-read-per-doorbell, 96, 32, 8, 419.565, 54.993, 1243.711
rdma-read-work-req-throt, 96, 1, 8, 250.268, 32.803, 1241.919
rdma-read-work-req-throt, 96, 4, 8, 613.764, 80.447, 1257.209
rdma-read-work-req-throt, 96, 8, 8, 843.049, 110.500, 1237.184
rdma-read-work-req-throt, 96, 12, 8, 816.605, 107.034, 1244.087
rdma-read-work-req-throt, 96, 16, 8, 831.559, 108.994, 1248.568
rdma-read-work-req-throt, 96, 20, 8, 835.736, 109.542, 1242.434
rdma-read-work-req-throt, 96, 24, 8, 835.539, 109.516, 1241.546
rdma-read-work-req-throt, 96, 28, 8, 832.896, 109.169, 1245.027
rdma-read-work-req-throt, 96, 32, 8, 833.847, 109.294, 1247.467
